ID_PERSON,AS_ACTOR,AS_COMPOSER,AS_DIRECTOR,PERSON_NAME
nm0045052,,,,Paul Babrociak
nm0045053,tt0033122|tt0035526|tt0038564|tt0045901|tt0046237|tt0049816|tt0051960|tt0052732,tt0045901,,Alice Babs
nm0045054,,,,Chris Babson
nm0045055,,,,Marian Babson
nm0045056,,,,Richard Babson
nm0045057,tt0076731|tt0101684|tt0109906,,,Thomas Babson
nm0045058,,,,Reto Babst
nm0045059,tt0089217|tt0090190,,,Jennifer Babtist
nm0045060,,,,Babu
nm0045062,tt0215890|tt0246144,,,Babu
nm0045063,,,,Paul Babu Kamau
nm0045064,tt0193444|tt0239341|tt0245961|tt0246095|tt0247917|tt0249361|tt0249871|tt0249953|tt0250463|tt0252235|tt0253157|tt0257357|tt0264357|tt0264415|tt0275925|tt0282554|tt0305952|tt0311594|tt0313965|tt0361851|tt0363535|tt0491772|tt0925130|tt1258121|tt1575648|tt1575660|tt1575703|tt1579515|tt1579580|tt1579675|tt1579738|tt1579764|tt1579849|tt1579965|tt1583266|tt15839898|tt1601793|tt1625549|tt2365899|tt6925460|tt7860344|tt8676838,,,Babu Mohan
nm0045065,,,,Alex Babu
nm0045067,,,,Buchi Babu
nm0045068,,,tt1354074|tt19879236|tt5471570,Dinesh Babu
nm0045069,,,,Diwakar Babu
nm0045070,,,,G.V. Babu
nm0045071,,,,H. Babu
nm0045072,,,,Hanumappa Vishwanath Babu
nm0045073,,,,Haribabu
nm0045074,tt0119609|tt0123952|tt0792947|tt19623256|tt2359668,,,Hï¿½ï¿½lï¿½ï¿
nm0045075,tt0257384|tt0262430|tt0267927|tt0275925|tt0287469|tt0287734|tt0292437|tt0293858|tt0342609|tt0473604|tt10300450|tt1043851|tt10883302|tt11199310|tt11253090|tt11295246|tt11306518|tt11385078|tt11773378|tt1213910|tt12780810|tt13131798|tt1314366|tt13872244|tt13914000|tt13979464|tt1526875|tt15302290|tt1553000|tt1579669|tt1580000|tt1606265|tt1725014|tt2271641|tt2498312|tt3440154|tt3555036|tt3679040|tt3822606|tt3996396|tt4020624|tt4112334|tt4195522|tt4727512|tt5098128|tt5297256|tt6024364|tt6109124|tt6130166|tt6182372|tt6185674|tt6201292|tt6385842|tt6568474|tt6735678|tt6816070|tt7283064|tt7286562|tt7392212|tt7725626|tt7757972|tt7758160|tt7765910|tt7937774|tt8133888|tt8326824|tt8333978|tt8396272|tt8706738|tt8960382,,,Jagapathi Babu
nm0045077,,,,Manoj Babu
nm0045078,,,,Mohanraj Babu
nm0045079,,,,Moti Babu
nm0045080,,,,P.R.S. Babu
nm0045081,,,,Paul Babu
nm0045082,tt0154154|tt0155124|tt0155319|tt0186890|tt0329687|tt1601224|tt1797416,,,Prasad Babu
nm0045083,,,,R.S. Babu
nm0045084,,,,Ramachandra Babu
nm0045085,,,,Ramesh Babu Ghattamaneni
nm0045086,,,,S. Anji Babu
nm0045087,,,,Surendra Babu
nm0045088,,,,Suresh Babu
nm0045089,,,tt0250747|tt0271601|tt0353636|tt2343599,T.S. Suresh Babu
nm0045090,,,,K. Babubhai
nm0045091,,,,Columbus Babucke
nm0045092,,,,Frederik Babucke
nm0045093,,,,Nicole Babuick
nm0045094,,,,Miguel Babuini
nm0045095,,tt0273804,,Babul
nm0045096,,,,Babulal
nm0045097,,,,Zaza Babunashvili
nm0045098,,,,Bujar Babuni
nm0045099,,,,Lï¿½ï¿½szlï¿½ï¿
nm0045100,,,,K. Baburaj
nm0045101,,tt0155502|tt0155763|tt0213512|tt0254473|tt0255299,,M.S. Baburaj
nm0045102,,,,P. Baburaj
nm0045103,,,,Baburao
nm0045104,,,,Baburao
nm0045106,,,,Gennadi Baburov
nm0045107,,,,Hï¿½ï¿½lya B
nm0045108,tt0147599,,,Tom Babuscio
nm0045109,,,,Nick Babushak
nm0045110,,tt0085723|tt0086407|tt0087185|tt0089721|tt0092526|tt0096858|tt0103225|tt0104962|tt0168111|tt0194822|tt0299060|tt5749098,,Viktor Babushkin
nm0045111,,,,Anna Babushkina
nm0045112,tt0093233,,,Ferenc Babusik
nm0045113,,,,Landislau Babuska
nm0045114,,,,Miroslav Babuskï¿
nm0045115,,,,Subniv Babuta
nm0045116,,,tt0214775,Baby
nm0045117,,,,Baby
nm0045118,,,,Baby Anwari
nm0045119,tt0061650|tt0066766|tt0066787|tt0067478|tt0068305|tt0068620|tt0069218|tt0069810|tt0072100|tt0073391|tt0073657|tt0075825|tt0078241|tt0080901|tt0083636|tt0085886|tt0087908|tt0089194|tt0091267|tt0093949|tt0094720|tt0094958|tt0095429|tt0096415|tt0101437|tt0105313|tt0105315|tt0106205|tt0109922|tt0110942|tt0111308|tt0112309|tt0114225|tt0116630|tt0118983|tt0119596|tt0121659|tt0122233|tt0122427|tt0125556|tt0135621|tt0146335|tt0149850|tt0151090|tt0154749|tt0155073|tt0155530|tt0158574|tt0175788|tt0178184|tt0178194|tt0185335|tt0187043|tt0187227|tt0187271|tt0187351|tt0193246|tt0200435|tt0207415|tt0213475|tt0214707|tt0215132|tt0215517|tt0215714|tt0222024|tt0230055|tt0230680|tt0231475|tt0231646|tt0233206|tt0234141|tt0234174|tt0234701|tt0242760|tt0244443|tt0246261|tt0246766|tt0246879|tt0254683|tt0259877|tt0266712|tt0267424|tt0267548|tt0267617|tt0267830|tt0268216|tt0270219|tt0286488|tt0286772|tt0286910|tt0290331|tt0296705|tt0297781|tt0298327|tt0307682|tt0316733|tt0316827|tt0317117|tt0337651|tt0338855|tt0338960|tt0357826|tt0358020|tt0359325|tt0359444|tt0359685|tt0359728|tt0359990|tt0363567|tt0363824|tt0363832|tt0364551|tt0395519|tt0407274|tt0448413|tt0450577|tt0926204|tt1095011|tt1455811|tt1825655|tt20251896|tt2459460|tt2782720|tt4471622|tt5298206|tt5455354|tt9610262,,,Aruna Irani
nm0045120,tt0107166,,,Baby Ashrafa
nm0045121,tt0029076,,,Baby Brenda
nm0045122,tt0154721,,,Baby Dolly
nm0045123,,,,Baby Evelyn
nm0045124,tt0055039|tt0146645|tt0152509|tt0305689|tt0758053|tt0983990|tt0995035|tt1512321|tt2188811|tt2613380|tt3337550|tt5209420|tt7585620|tt8426854,,,Farida Dadi
nm0045125,,,,Baby Gramps
nm0045126,tt0039654,,,Baby Indira
nm0045127,,,,Baby Joan
nm0045128,tt0023787|tt0024340|tt0024672|tt0024685|tt0025318|tt0025590|tt0027812,,,Baby LeRoy
nm0045129,tt0014770,,,Baby Margie
nm0045131,tt0031952|tt0034111,,,Mary Ruth
nm0045132,tt0046799|tt0051842|tt0052954|tt0057332|tt0071436|tt0158215|tt0158698|tt0244713|tt0246713|tt0290463|tt0357533|tt0371908,,,Kumari Naaz
nm0045133,tt0013975|tt0014760|tt0014874|tt0014978|tt0015219,,,Baby Peggy
nm0045134,,,,Baby Rajani
nm0045135,tt0031261|tt0032078|tt0033019|tt0033364|tt0034921,,,Baby Sandy
nm0045136,tt0083608|tt0092033|tt0152148|tt0154412|tt0156136|tt0156581|tt0215900|tt0234054|tt0243471|tt0245494|tt0262359|tt0302955|tt0317117|tt0358067|tt0359935|tt0362674|tt0363563|tt0363567|tt0363993|tt0419468|tt0433425|tt0877649|tt0920464|tt1002963|tt1014672|tt1255873|tt15309708|tt1612570|tt6260646|tt8084696,,,Sarika Thakur
nm0045137,,,,Baby Shakuntala
nm0045138,tt0099043|tt0214853|tt0242572|tt0246674|tt1455237|tt5370488|tt6127254|tt8269204,,,Shamili
nm0045140,tt0044769|tt0321079,,,Sikharani Bag
nm0045141,tt0090812|tt0141441|tt0158585|tt0205380|tt0212123|tt0213475|tt0260064|tt0269826,,,Tabassum Govil
nm0045142,,,,Baby Usha
nm0045143,tt0246277,,,Baby Vanaja
nm0045144,tt0043306,,,Baby Zubeida
nm0045146,,,,Angel Baby
nm0045147,tt0088722,,,Dave Baby
nm0045148,,,,Denise Baby
nm0045149,,,,Hawaiian Baby
nm0045150,,,,Jody Baby
nm0045151,,,,M.S. Baby
nm0045152,,,,Mark Baby
nm0045153,tt0157160,,,Nana Baby
nm0045154,,tt0166308|tt0347330|tt0412703|tt0451673|tt0996925|tt1397176|tt14908696|tt2747964|tt3849816,,Nicolas Baby
nm0045155,tt0316463|tt0456543|tt1153703|tt1235433,,,Patrick Baby
nm0045156,,,,Scott Baby
nm0045157,,,,Slim Baby
nm0045158,,,,Steven Baby
nm0045159,,,,Super Baby
nm0045160,,,,Bethany Babyak
nm0045161,,,,Melissa Babyak
nm0045162,tt6150100,,,Valeri Babyatinsky
nm0045163,tt0092832,,,Sherrey Lee Jones
nm0045164,,,,Semyon Babayevskiy
nm0045165,,,,Anatoly Babykin
nm0045166,,,,Alex Babylonia
nm0045167,,,,Miroslava Babï¿½ï¿½rk
nm0045168,,,,Andrï¿½ï¿½
nm0045169,,,,Xuyen Bac
nm0045170,,,,Abel Baca
nm0045171,,,,Ben Baca
nm0045172,tt0291150|tt0362502,,,Brandon Baca
nm0045173,tt0070687,,,Charles Baca
nm0045174,tt0077386,,,Clorinda Baca
nm0045175,,,,Edye Baca
nm0045176,,,,Eric J. Baca
nm0045177,,,,J. Paul Baca
nm0045178,,,,Janell Baca
nm0045179,,,,Jennifer Baca
nm0045180,,,,Jimmy Santiago Baca
nm0045181,,,,John-Michael Baca
nm0045182,,,,Jose Baca
nm0045183,,,,Kari Baca
nm0045184,,,,Katarzyna Baca
nm0045185,,,,Kathy Baca
nm0045186,,,,Lawrence R. Baca
nm0045187,,,,Leszek Baca
nm0045188,,,,Manuel Baca
nm0045189,,,,Marika Baca
nm0045190,,,,Nancy Baca
nm0045191,tt0068962,,,Pasqualita Baca
nm0045192,tt0094027,,,Patrick Baca
nm0045193,,,,Paul Baca
nm0045194,,,,Raimundo Baca
nm0045195,,,,Rick Baca
nm0045196,,,,Rupert Baca
nm0045197,tt0096035|tt0104977|tt0105211|tt0107277|tt0271812,,,Sean Baca
nm0045198,,,,Shawna Baca
nm0045199,,,,Ted Baca
nm0045200,,,,Teresa Baca
nm0045201,,,,Zita Baca
nm0045202,,,,Joaquï¿½ï¿½n Baca-
nm0045203,,,,Jay Bacal
nm0045204,,,,Jules Bacal
nm0045205,,,,Shae Bacales
nm0045206,,,,Mariano Bacaletti
nm0045207,,,,Josï¿½ï¿½ Manuel Baca
nm0045208,,,,Carol Bacall
nm0045209,tt0098615|tt0102913|tt0106965|tt0107229|tt0113100|tt0192731|tt0252684|tt0326194|tt6342110,,,Michael Bacall
nm0045210,,,,Juana Bacallao
nm0045211,,,,Laura Bacalle
nm0045212,,tt0097357|tt0109561,,Daniel Bacalov
nm0045213,,,,Juan Bacalov
nm0045214,tt0265198|tt0281373|tt0332712|tt1031276|tt11124146,,,Joanna Bacalso
nm0045215,,,,Sandel Bacalu
nm0045216,,,,Pedro Bacan
nm0045217,,,,Daniel F. Bacaner
nm0045218,,,,Ron Bacardi
nm0045219,tt0084788|tt0089810|tt0100301|tt0107204|tt0410297,,,Mike Bacarella
nm0045220,tt0082984,,,Charles Bacarisse
nm0045221,,,,Mar Bacason
nm0045222,,,,Jesse Bactat
nm0045223,tt1662556,,,Paul Bacca
nm0045224,,tt0193283|tt0251582,,Mark Boccaccio
nm0045225,tt0065669|tt0067327,,,Donna Baccala
nm0045226,tt0049240|tt0051924|tt0052141|tt0054866|tt0056349|tt0241363,,,Salvatore Baccaloni
nm0045227,,,,Ettore Baccani
nm0045228,,,,Abdelkrim Baccar
nm0045229,tt0074843|tt0107714,,,Jalila Baccar
nm0045231,,,,Rida Baccar
nm0045232,tt0169122,,,Ivan Baccarat
nm0045233,,,,Don Baccardy
nm0045234,tt0201057,,,Grazia Baccari
nm0045235,,,,Joseph Baccari
nm0045236,,,,Richard Baccari
nm0045237,tt0181855|tt0190358|tt0199110,,,Tito Livio Baccarin
nm0045238,,,,Carlo Baccarini
nm0045240,tt0069851|tt0069884|tt0072924|tt0073598|tt0074293|tt0076411|tt0076649|tt0080504|tt0086266|tt0125830|tt0198769|tt0232114,,,Salvatore Baccaro
nm0045241,,,,Vicente Baccaro
nm0045242,,,,Luï¿½ï¿½s Bac
nm0045243,,,,Tullio Baccellini
nm0045244,,,,Anna Bacchelli
nm0045245,,,,Luciano Bacchelli
nm0045246,,,,Loris Baccheschi
nm0045247,tt0182293,,,Anna Bacchi
nm0045248,,,,Frederic Bacchi
nm0045249,,,,James Bacchi
nm0045250,tt0452744,,,Karina Bacchi
nm0045251,tt0084432,,,Paolo Bacchi
nm0045252,tt0309564,,,Rozie Bacchi
nm0045253,,,,John Bacchia
nm0045254,,,,Brian Bacchus
nm0045255,,,,Di Bacchus
nm0045256,tt0147653|tt0164058,,tt0147653|tt0164058|tt11533826|tt13253894|tt15295190|tt1876461|tt4065066,Zachary Snygg
nm0045257,,,,Lisa Marie Bacchus
nm0045258,,,,Maureen Bacchus
nm0045259,,,,R. Anne Bacchus
nm0045260,tt0079023|tt0815227,,,Andrea Bacci
nm0045261,tt0109125,,,Antonio Bacci
nm0045262,,,,Enrica Bacci
nm0045263,,,,Lina Bacci
nm0045264,,,,Nino Bacci
nm0045265,tt0060789|tt0061014|tt0062249|tt0125726|tt0176754,,,Silvana Bacci
nm0045266,,,,Stefano Bacci
nm0045267,,,,Marco Baccicalupi
nm0045268,,,,Ivan Bacciocchi
nm0045269,,,,Daniele Bacciu
nm0045270,,,,Werner Bacciu
nm0045271,,,,Eros Bacciucchi
nm0045272,,,,Giovanni Bacciucchi
nm0045273,,,,James V. Bacco
nm0045274,,tt0102586,,Gianluca Bacconi
nm0045275,,,,Rudy Baccuchi
nm0045276,tt0057365,,,Diana Baccus
nm0045277,,,,Stephen Baccus
nm0045278,,,,Armanda Bacelar
nm0045279,tt0295206|tt0380167|tt0958863,,,Melissa R. Bacelar
nm0045280,,,,Miguel Bacelar
nm0045281,,,,Paulo Bacelar
nm0045282,,,,Rogï¿½ï¿½rio Bac
nm0045283,,,,Teresa Bacelar
nm0045284,,,,Monica Bacelli
nm0045285,,,,Jacques Bacelon
nm0045286,,,,Tracy Bacenas
nm0045287,tt0155273|tt0155607|tt0175458|tt0191071,,,Bach
nm0045288,,,,Catho Bach Christensen
nm0045290,tt0178031|tt3092590,,,Alicja Bach
nm0045291,tt0038297|tt0040924,,,Annette Bach
nm0045292,,,,August Bach
nm0045293,,,,Axel Bach
nm0045294,,,,Beate Bach
nm0045295,,,,Ben Bach
nm0045296,,,,Bob Bach
nm0045298,tt0080664|tt1236434|tt1754945,,,Christian Bach
nm0045299,,,,Claude Bach
nm0045300,,,,Dale Bach
nm0045301,,,,Danilo Bach
nm0045302,,,,David Bach
nm0045303,tt0278162|tt19623364,,,Dieter Bach
nm0045304,tt0089329|tt0097565|tt0293849|tt0401559|tt0433359|tt0480084|tt0483706|tt1205478|tt1515854,,,Dirk Bach
nm0045305,,,,Dominique Bach
nm0045306,,,,Edward Bach
nm0045307,,,,Edyta Bach
nm0045308,tt0119923,,,Emmanuelle Bach
nm0045309,,,,Ernest Curt Bach
nm0045310,,,,Ernst Bach
nm0045312,,,,Greg Bach
nm0045313,,,,Gregory Bach
nm0045314,,,,Gustaw Bachner
nm0045315,,,,Gï¿½ï¿½nther 
nm0045316,tt0240712,,,Herbert Bach
nm0045317,tt0080430,,,Hildegard Bach
nm0045318,,,,Iï¿½ï¿½igo 
nm0045319,,,,Jakub Bach
nm0045320,,,,Jason Bach
nm0045321,,,tt0109934,Jean Bach
nm0045322,tt0299014|tt0942904,,,Jillian Bach
nm0045323,,,,Jim Bach
nm0045324,tt0080432|tt0082043|tt0082464|tt0083721|tt0084887|tt0087396|tt0087873|tt0100414|tt0102581|tt0106163|tt0106622|tt0110311|tt0139432|tt0167260|tt0167261|tt0259459|tt0401504|tt0817228|tt2175947|tt4158112|tt9741526,,,John Bach
nm0045325,,,,Judy Bach
nm0045326,,,,Lionel Bach
nm0045327,,,,Martin Bach
nm0045328,,,,Michaela Bach
nm0045329,,,,Michelle Bach
nm0045330,,,,Muriel Bach
nm0045331,tt9595816,,,Nancy Bach
nm0045332,,,,Nathalie Bach
nm0045333,tt3466376,tt0166382|tt0236283|tt0332167|tt3466376,,Nenad Bach
nm0045334,,,,Nina Bach
nm0045335,tt0028309|tt0030156|tt0030271|tt0256046,,,Olaf Bach
nm0045336,,,,Pablo Bach
nm0045337,tt0092575|tt0240400|tt0263761,,,Pamela Bach-Hasselhoff
nm0045338,,,,Patricia Bach
nm0045339,tt0094661|tt11125636,,,Patrick Bach
nm0045340,,,,Peter Bach
nm0045341,,tt0092972,,Peter Bach
nm0045342,,,,Peter Bach
nm0045343,,,,Peter Bach
nm0045344,,,,Petra Bach
nm0045345,,,,Poul Bach
nm0045346,tt0129855|tt0202496,,,Rebecca Bach
nm0045347,tt0021977|tt0023130|tt0174524,,,Reginald Bach
nm0045348,,,,Renee Bach
nm0045349,,,,Richard D. Bach
nm0045351,,,,Robin Bach
nm0045352,,,,Ron Bach
nm0045353,tt0074610|tt0079017,,,Roxanne Bach
nm0045354,tt0080430|tt0234421|tt0281339|tt0768171,,,Sabine Bach
nm0045355,tt0186454|tt0820480,,,Sebastian Bach
nm0045356,,,,Sebastian Bach
nm0045357,tt0049594|tt0049596|tt0051132|tt0062724|tt0065515|tt0124545|tt0211331,,,Simone Bach
nm0045358,,,,Steve Bach
nm0045359,,,,Steven Bach
nm0045360,,,,Trang Bach
nm0045361,,,,Veronica Bach
nm0045362,,,,Virginia Bach
nm0045363,tt0051831|tt0054002|tt0054592|tt0055460|tt0056362|tt0056638|tt0056685|tt0057468|tt0058197|tt0058475|tt0059425|tt0059475|tt0060829|tt0061762|tt0062057|tt0062683|tt0062881|tt0129056|tt0185876|tt0191421|tt0288248|tt0300435,,,Vivi Bach
nm0045364,tt0347502,,,Walter Bach
nm0045365,,,,William Bach
nm0045366,,,,Hassan Bach-Agha
nm0045367,,,,Dale Bach-Siss
nm0045368,,,,Andre Bacha
nm0045369,tt3544654,,,Braden Bacha
nm0045370,,,,Eric Bacha
nm0045371,,,,Mohamed Bacha
nm0045372,,,,Bachan
nm0045374,tt0100846,,,Joe Bachana
nm0045375,,,,James A. Bachand
nm0045376,,,,Treva Bachand
nm0045377,,,,Carmit Bachar
nm0045378,,,,Chico-Moshe Bachar
nm0045379,tt0115819|tt0124819|tt0131857|tt0460952|tt0482499|tt0940592|tt1031606,,,Dian Bachar
nm0045380,,,,Michele Bachar
nm0045381,tt0068213,,,Naomi Bachar
nm0045382,tt0100093|tt0143688|tt0791140|tt0813552|tt1969118,,,Rivka Bahar
nm0045383,,,,Ronny Bachar
nm0045384,,,,Corinne Bacharach
nm0045385,,,,Jeanie Bacharach
nm0045386,,,,Don Bachardy
nm0045387,,,,Bacharewa
nm0045388,tt0120125|tt0200267|tt0246119|tt0374298|tt0401089|tt0820096|tt0933361|tt0956299|tt10048376|tt1126391|tt1139085|tt1234435|tt1372747|tt1496454|tt1515882|tt1728245|tt1764600|tt1774660|tt1782570|tt1820555|tt4187590|tt5202654|tt5987402,,,Marat Basharov
nm0045389,,,,Christine Bachas
nm0045390,,,,Jean Bachasse
nm0045391,,,,Walter Bachauer
nm0045392,,,,Thor Bachausen
nm0045393,tt0250690|tt0255112|tt0265148|tt0283911|tt0308347|tt0327071|tt0347416|tt0363833|tt0369637|tt0378072|tt0382383|tt0382385|tt0411815|tt0415768|tt0422091|tt0422950|tt0432047|tt0433605|tt0441048|tt0448206|tt0449999|tt0470869|tt0476527|tt0485522|tt0490210|tt0499375|tt0811066|tt0833476|tt0985636|tt1043451|tt1060249|tt1179781|tt1185420|tt1334470|tt14107554|tt15302222|tt1532957|tt1618430|tt1637691|tt1728986|tt1772872|tt1784589|tt1833673|tt2461132|tt3547616|tt4559046|tt5474036|tt5742874|tt7212754|tt8984572|tt9614452,,,Abhishek Bachchan
nm0045394,tt0074730,,,Harivansh Rai Bachchan
nm0045395,,,,Andrï¿½ï¿½ B
nm0045396,tt0090835,,,Daliah Novak
nm0045397,,,,Elizabeth A. Bache
nm0045398,,,,Ellyn Bache
nm0045399,,,,Gordon Bache
nm0045400,,,tt6217942,ııystein Bache
nm0045401,,,,Gaston Bachelard
nm0045402,tt0098962,,,John Bachelder
nm0045403,,,,Sara Bachelder
nm0045404,,,,Jean Bachelet
nm0045405,,,,Jean-Paul Bachelet
nm0045406,,tt0069146|tt0071464|tt0073115|tt0074972|tt0077689|tt0078907|tt0079002|tt0081488|tt0086504|tt0087903|tt0092962|tt0104183|tt0104184|tt0106806|tt0160245|tt0167926|tt0174015|tt0206713|tt0215386|tt0228149|tt0245530|tt0322167|tt0338002|tt0370534,,Pierre Bachelet
nm0045407,,,,Pierre Bachelet
nm0045408,,,,Armand Bachelier
nm0045409,tt0182706,,,Elodie Bachelier
nm0045410,,,,Geneviï¿½ï¿½ve Bache
nm0045411,,,,Jacques Bachelier
nm0045412,,,,Jean-Charles Bachelier
nm0045413,tt0078550,,,Peter Bachelier
nm0045414,,,,Franz Bachelin
nm0045415,,,,Irving Bacheller
nm0045416,,,,Dave Bachelor
nm0045417,,,,Dino Bachelor
nm0045418,,,,Jim Bachelor
nm0045419,,,,Joe Bachelor
nm0045420,tt0036807|tt0036911|tt0037003|tt0037045|tt0037186|tt0037255|tt0037664|tt0037727|tt0038058|tt0038431|tt0038545|tt0038716|tt0039194|tt0039418|tt0039861|tt0040207|tt0040447|tt0040822,,,Stephanie Bachelor
nm0045421,,,,Louis Bachelot
nm0045422,,,,Xavier Bachelot
nm0045423,,,,Catherine Bachelï¿
nm0045424,,,,Bele Bachem
nm0045425,,,,Duncan Bachen
nm0045426,,,,Richard Bachenberg
nm0045427,tt0109185|tt0170758|tt0190312,,,Djohra Bachene
nm0045428,,,,Christopher Bacher
nm0045429,,,,Gabriela Bacher
nm0045430,,,,Hans Bacher
nm0045431,,,,Hugh J. Bacher
nm0045432,,,,Ingrid Bachï¿½
nm0045433,,,,Jens Bacher
nm0045434,,,,Jessica Bacher
nm0045435,,,,Josef Bacher
nm0045436,,,,Moshe Bacher
nm0045437,,,,Niels Bacher
nm0045438,,,,William A. Bacher
nm0045439,,,,James Bachert
nm0045440,tt0235092|tt3371514,,,Josefine Bachert
nm0045441,,,,Josy Bachert
nm0045442,,,,Mike Baches
nm0045443,,,,Christian Bachet
nm0045444,,,,Laurent Bachet
nm0045445,tt0103282,,,Manuel Bachet
nm0045446,,,,Giancarlo Bachetti
nm0045447,,,,Karl Bachhuber
nm0045448,,,,Carlo Bachi
nm0045449,tt0112924,,,Scott Bachicha
nm0045450,,,,Salim Bachik
nm0045451,,,,Salvador Bachiller
nm0045452,,,,C. Medici Bachino
nm0045453,,,,Sarah Bachinski
nm0045454,tt0051830,,,Szczepan Baczynski
nm0045455,,,,Aleksandr Bachiyev
nm0045456,,,,Svetlana Bashlykova
nm0045457,,,,Cordula Bachl-Eberl
nm0045458,,,,Simone Bachl
nm0045460,,,,Eric Bachle
nm0045461,tt0170351|tt0308365|tt0399095|tt0412522|tt0420206|tt0880566|tt0907843|tt1235796|tt1247657|tt1706625|tt1899285|tt3093286|tt3103442|tt4687906|tt5312370|tt6212346,,,Alicja Bachleda
nm0045462,,,,Irene Bachleitner
nm0045463,,,,Jennifer Bachler
nm0045464,,,,Richard Bachler
nm0045465,tt0249218,,,Susan Bachli
nm0045466,,,,Alec Bachlow
nm0045467,tt0212772,,,Gary Bachlund
nm0045468,,,,B.J. Bjorkman
nm0045469,,,,Bill Bachman
nm0045470,,,,Bob Bachman
nm0045471,tt0014429|tt0015916|tt0019867|tt0022103|tt0022251|tt0033022|tt0189736|tt0233591,,,Chester A. Bachman
nm0045472,,,,Cheryl Bachman
nm0045473,,,,Coco Emerson
nm0045474,,,,Cynthia Bachman Brown
nm0045475,,,,David Bachman
nm0045476,,,,Douglas Bachman
nm0045477,,,tt0065551,Gideon Bachmann
nm0045478,,,,H. Bachman
nm0045479,,,,Ingeborg Bachmann
nm0045480,tt2109248|tt3096500,,,James Bachman
nm0045481,,,,James Martin Bachman
nm0045482,,,,Kay Sumner
nm0045483,,,,Laurence Bachman
nm0045484,,,,Mark Bachman
nm0045485,,,,Randy Bachman
nm0045486,,,,Ron Bachman
nm0045487,,,,Stephanie Bachman
nm0045488,,,,Uli Bachman
nm0045489,tt0260594|tt0323177|tt0805324|tt11053478|tt1113833|tt1384929|tt13873302|tt15387742|tt1634524|tt1695831|tt1792566|tt2009643|tt2172554|tt2308673|tt2359473|tt3280486|tt3804594|tt4433890|tt6223806|tt6776106|tt7358598|tt9249886|tt9315684,,,ııorsteinn Bachmann
nm0045490,,,,Almut Bachmann
nm0045491,,tt0266638|tt0311081|tt0454829|tt0466227|tt0756676|tt0969277|tt1425926|tt1525888|tt1853544|tt1954412|tt21944838|tt23540934|tt2586242|tt2612800|tt3034418|tt3228360|tt4734102|tt5284234|tt8575408,,Balz Bachmann
nm0045492,,,,Bianca Bachmann
nm0045493,,,,Boyd Bachmann
nm0045494,,,,Christian Bachmann
nm0045495,,,,Claudia Bachmann
nm0045496,tt1104712,,,Clemens Bachmann
nm0045497,tt0069137|tt0110992|tt0415838|tt2199251,,,Conrad Bachmann
nm0045498,,,,Don Bachmann
nm0045499,,,,Edwin Bachmann
nm0045500,,,,Eric Bachmann
nm0045501,,,,Gï¿½ï¿½bor Bach
nm0045502,tt0092648|tt0104525,,,Hans Bachmann
nm0045503,,,,Harald Bachmann
nm0045504,,,,Herwig Bachmann
nm0045505,,,,Irmhild Bachmann
nm0045506,,,,J.G. Bachmann
nm0045508,,,,Jon Bachmann
nm0045509,tt0093233,,,Judit Bachman
nm0045510,,,,Jï¿½ï¿½rgen Bach
nm0045511,,,,Karl Bachmann
nm0045512,,,,Lawrence P. Bachmann
nm0045513,tt0186546|tt0400922|tt1242453|tt8618370,,,Maria Bachmann
nm0045514,,,,Martina Bachmann
nm0045515,,,,Nina Bachmann
nm0045516,,,,Ole Bachmann
nm0045518,,,,Paul Bachmann
nm0045519,,,,Reiner Bachmann
nm0045520,,,,Rhonda Bachmann
nm0045521,,,,Ruth Bachmann
nm0045522,,,,Scott Wyatt Bachmann
nm0045523,,,,Sylvia Bachmann
nm0045524,,,,Sophie Bachmann
nm0045525,,,,Stefan Bachmann
nm0045526,,,,Thomas Bachmann
nm0045528,,,,Todd Bachmann
nm0045529,,,,Tom Bachmann
nm0045530,,,,Torsten Bachmann
nm0045531,tt0261804,,,Wiebke Bachmann
nm0045532,,,,Wolfgang Bachmann
nm0045533,,,,Wolfgang Bachmann
nm0045534,,,,Peter Bachmayer
nm0045535,,,,Romeo Bachmayr
nm0045536,,,tt0061689,Hans Bachmï¿½ï¿½
nm0045537,,,,Dieter Bachnick
nm0045538,,,,Ray Bacho
nm0045539,,,,Werner Bachofen
nm0045540,,,,Renaud Bachoffner
nm0045541,tt0107647|tt0198006|tt0449478|tt1038045|tt1069245|tt1650405|tt1686877|tt4171982|tt4298294,,,Wolf Bachofner
nm0045542,,,,Jack Bachom
nm0045544,,,,Michele Bachor
nm0045545,,,,H. Bychowska
nm0045546,,,,Michel Bachoz
nm0045547,,,,Alan Bachrach
nm0045548,,,,Aleksander Bachrach
nm0045549,,,,Doro Bachrach
nm0045551,,,,Gil Bachrach
nm0045552,,,,Howard Bachrach
nm0045553,,,,Jacques Bachrach
nm0045554,,,,Melissa Bachrach
nm0045555,,,,Moe Bachrach
nm0045556,,,,Christiane Bachschmidt
nm0045557,,,,Fritz Bachschmidt
nm0045558,,,,Wolfgang Bachschwell
nm0045559,,,,Sabine Bachthaler
nm0045560,,,,Vitali Bachtin
nm0045561,,,,Master Bachhu
nm0045562,,,,Bachubabu
nm0045563,,,,Harel Bachur
nm0045564,tt0071428|tt0078450|tt0098958|tt0130405,,,Boris Bachurin
nm0045565,,,,Luda Bachurina
